TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
.	O	_	_	_	_	_	_	_	_

Ihr	O	_	_	_	_	_	_	_	_
seliger	O	_	_	_	_	_	_	_	_
Vater	O	_	_	_	_	_	_	_	_
war	O	_	_	_	_	_	_	_	_
Herr	B-PER	_	_	_	_	_	_	_	_
Michael	I-PER	_	_	_	_	_	_	_	_
Werner	I-PER	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
anfänglich	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Poppenhausen	B-LOC	_	_	_	_	_	_	_	_
in	I-LOC	_	_	_	_	_	_	_	_
Francken	I-LOC	_	_	_	_	B-LOC	_	_	_
/	O	_	_	_	_	_	_	_	_
nachdem	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
daselbst	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Papisten	O	_	_	_	_	_	_	_	_
vertrieben	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Geschwenda	B-LOC	_	_	_	_	_	_	_	_
im	I-LOC	_	_	_	_	_	_	_	_
Arnstädtischen	I-LOC	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
letztlichen	O	_	_	_	_	_	_	_	_
37	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Jahre	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Grießheim	B-LOC	_	_	_	_	_	_	_	_
an	I-LOC	_	_	_	_	_	_	_	_
der	I-LOC	_	_	_	_	_	_	_	_
Ilm	I-LOC	_	_	_	_	B-LOC	_	_	_
gewesener	O	_	_	_	_	_	_	_	_
Pfarrer	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Mutter	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
weyland	O	_	_	_	_	_	_	_	_
Fr	B-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Anna	I-PER	_	_	_	_	_	_	_	_
Maria	I-PER	_	_	_	_	_	_	_	_
Wernerin	I-PER	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
vornehmen	O	_	_	_	_	_	_	_	_
weltberühmten	O	_	_	_	_	_	_	_	_
Philologi	O	_	_	_	_	_	_	_	_
Herrn	B-PER	_	_	_	_	_	_	_	_
M	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Joh	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Weitzens	I-PER	_	_	_	_	_	_	_	_
/	I-PER	_	_	_	_	_	_	_	_
Rectoris	I-PER	_	_	_	_	_	_	_	_
des	I-PER	_	_	_	_	_	_	_	_
Hoch	I-PER	_	_	_	_	_	_	_	_
=	I-PER	_	_	_	_	_	_	_	_
Fürstl	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Sächs	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Gymnasii	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Gotha	I-PER	_	_	_	_	B-LOC	_	_	_
jüngste	O	_	_	_	_	_	_	_	_
Tochter	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Wobey	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
billig	O	_	_	_	_	_	_	_	_
GOttes	B-PER	_	_	_	_	_	_	_	_
unermeßliche	O	_	_	_	_	_	_	_	_
Gnade	O	_	_	_	_	_	_	_	_
preise	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
danckbar	O	_	_	_	_	_	_	_	_
sage	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_

Wer	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
GOtt	B-PER	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
seinen	O	_	_	_	_	_	_	_	_
Gnaden	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Kinde	O	_	_	_	_	_	_	_	_
angenommen	O	_	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	_	_
?	O	_	_	_	_	_	_	_	_

Die	O	_	_	_	_	_	_	_	_
Rudimenta	O	_	_	_	_	_	_	_	_
Latinae	O	_	_	_	_	_	_	_	_
Linguae	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
Graecae	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
legte	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
meinnen	O	_	_	_	_	_	_	_	_
sel	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Vater	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
welcher	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
GOttes	B-PER	_	_	_	_	_	_	_	_
Gnade	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
weit	O	_	_	_	_	_	_	_	_
brachte	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
eilfften	O	_	_	_	_	_	_	_	_
Jahre	O	_	_	_	_	_	_	_	_
meines	O	_	_	_	_	_	_	_	_
Alters	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Trivial	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
Schule	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Königsee	B-LOC	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Herrn	B-PER	_	_	_	_	_	_	_	_
M	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Michael	I-PER	_	_	_	_	_	_	_	_
Ludwigen	I-PER	_	_	_	_	_	_	_	_
/	I-PER	_	_	_	_	_	_	_	_
Rectore	I-PER	_	_	_	_	_	_	_	_
daselbst	I-PER	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
prima	O	_	_	_	_	_	_	_	_
Classe	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
8ten	O	_	_	_	_	_	_	_	_
locum	O	_	_	_	_	_	_	_	_
bekam	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
verflossenen	O	_	_	_	_	_	_	_	_
fünffviertel	O	_	_	_	_	_	_	_	_
Jahren	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
meine	O	_	_	_	_	_	_	_	_
liebe	O	_	_	_	_	_	_	_	_
Eltern	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
wiederum	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
Hause	O	_	_	_	_	_	_	_	_
nahmen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
An	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
1669	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
23	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Septemb	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Hieher	O	_	_	_	_	_	_	_	_
zur	O	_	_	_	_	_	_	_	_
Hoch	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Gräflich	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Landschulen	O	_	_	_	_	_	_	_	_
schickten	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Pietas	O	_	_	_	_	_	_	_	_
ad	O	_	_	_	_	_	_	_	_
omnia	O	_	_	_	_	_	_	_	_
utilis	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Es	O	_	_	_	_	_	_	_	_
hatten	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
seine	O	_	_	_	_	_	_	_	_
Hoch	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Gräfl	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Gnaden	O	_	_	_	_	_	_	_	_
anbey	O	_	_	_	_	_	_	_	_
gnädigst	O	_	_	_	_	_	_	_	_
gefallen	O	_	_	_	_	_	_	_	_
lassen	O	_	_	_	_	_	_	_	_
auf	O	_	_	_	_	_	_	_	_
meine	O	_	_	_	_	_	_	_	_
Dürfftigkeit	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Armuth	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
reflectiren	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
Liessen	O	_	_	_	_	_	_	_	_
dannenhero	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
sel	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Herrn	B-PER	_	_	_	_	_	_	_	_
D	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Söffingen	I-PER	_	_	_	_	_	_	_	_
General	I-PER	_	_	_	_	_	_	_	_
Superint	I-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

In	O	_	_	_	_	_	_	_	_
Homileticis	O	_	_	_	_	_	_	_	_
gieng	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
alle	O	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Circulos	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
Herrn	B-PER	_	_	_	_	_	_	_	_
M	I-PER	_	_	_	_	_	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
Gräfen	I-PER	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
nachgehends	O	_	_	_	_	_	_	_	_
gewesenen	O	_	_	_	_	_	_	_	_
Archi	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
Diac	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Jedoch	O	_	_	_	_	_	_	_	_
stärckte	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
GOtt	B-PER	_	_	_	_	_	_	_	_
wieder	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
vermittelte	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
An	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
1685	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
an	O	_	_	_	_	_	_	_	_
hiesigen	O	_	_	_	_	_	_	_	_
Stadt	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Ministerio	O	_	_	_	_	_	_	_	_
vorgegangegener	O	_	_	_	_	_	_	_	_
Veränderung	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
aus	O	_	_	_	_	_	_	_	_
sonderbahren	O	_	_	_	_	_	_	_	_
Gnaden	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
hochgebohrnen	B-PER	_	_	_	_	_	_	_	_
Grafen	I-PER	_	_	_	_	_	_	_	_
und	I-PER	_	_	_	_	_	_	_	_
Herrn	I-PER	_	_	_	_	_	_	_	_
/	I-PER	_	_	_	_	_	_	_	_
Herrn	I-PER	_	_	_	_	_	_	_	_
Alberti	I-PER	_	_	_	_	_	_	_	_
Antonii	I-PER	_	_	_	_	_	_	_	_
,	I-PER	_	_	_	_	_	_	_	_
der	I-PER	_	_	_	_	_	_	_	_
Vier	I-PER	_	_	_	_	_	_	_	_
Grafen	I-PER	_	_	_	_	_	_	_	_
des	I-PER	_	_	_	_	_	_	_	_
Reichs	I-PER	_	_	_	_	B-LOC	_	_	_
/	I-PER	_	_	_	_	_	_	_	_
Grafen	I-PER	_	_	_	_	_	_	_	_
zu	I-PER	_	_	_	_	_	_	_	_
Schwartzb	I-PER	_	_	_	_	B-LOC	_	_	_
.	I-PER	_	_	_	_	_	_	_	_
und	I-PER	_	_	_	_	_	_	_	_
Hohnstein	I-PER	_	_	_	_	B-LOC	_	_	_
etc	I-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Nachdeme	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
nun	O	_	_	_	_	_	_	_	_
GOtt	B-PER	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
dergleichen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
oben	O	_	_	_	_	_	_	_	_
erwehnet	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
zum	O	_	_	_	_	_	_	_	_
andernmahl	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
nemlich	O	_	_	_	_	_	_	_	_
vom	O	_	_	_	_	_	_	_	_
andern	O	_	_	_	_	_	_	_	_
Diaconat	O	_	_	_	_	_	_	_	_
zum	O	_	_	_	_	_	_	_	_
Archi	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
Diaconat	O	_	_	_	_	_	_	_	_
beruffen	O	_	_	_	_	_	_	_	_
lassen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
ichs	O	_	_	_	_	_	_	_	_
vor	O	_	_	_	_	_	_	_	_
rathsam	O	_	_	_	_	_	_	_	_
befand	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Ehestand	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
begeben	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
verlobte	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
Gottes	B-PER	_	_	_	_	_	_	_	_
weiser	O	_	_	_	_	_	_	_	_
Direction	O	_	_	_	_	_	_	_	_
An	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
1687	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
ipso	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Concordiae	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
damahligen	O	_	_	_	_	_	_	_	_
Jungfer	B-PER	_	_	_	_	_	_	_	_
Sophia	I-PER	_	_	_	_	_	_	_	_
Ludoämilia	I-PER	_	_	_	_	_	_	_	_
Straubellin	I-PER	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
weyland	O	_	_	_	_	_	_	_	_
Herrn	B-PER	_	_	_	_	_	_	_	_
Antonii	I-PER	_	_	_	_	_	_	_	_
Straubels	I-PER	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
gewesenen	O	_	_	_	_	_	_	_	_
Archi	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
Diaconi	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Franckenhausen	B-LOC	_	_	_	_	_	_	_	_
eheleiblichen	O	_	_	_	_	_	_	_	_
ältesten	O	_	_	_	_	_	_	_	_
Tochter	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
wurde	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
12	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Sept	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
ejusd	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Anni	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
ihr	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Franckenhausen	B-LOC	_	_	_	_	_	_	_	_
getrauet	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

GOtt	B-PER	_	_	_	_	_	_	_	_
sey	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
Danck	O	_	_	_	_	_	_	_	_
für	O	_	_	_	_	_	_	_	_
mein	O	_	_	_	_	_	_	_	_
Christenthum	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
welches	O	_	_	_	_	_	_	_	_
mein	O	_	_	_	_	_	_	_	_
Diarium	O	_	_	_	_	_	_	_	_
ausweisen	O	_	_	_	_	_	_	_	_
wird	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
hierüber	O	_	_	_	_	_	_	_	_
gehalten	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
wünschen	O	_	_	_	_	_	_	_	_
möchte	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
hielte	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
ieder	O	_	_	_	_	_	_	_	_
Christ	O	_	_	_	_	_	_	_	_
dergleichen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
könten	O	_	_	_	_	_	_	_	_
dieselbige	O	_	_	_	_	_	_	_	_
darnach	O	_	_	_	_	_	_	_	_
alle	O	_	_	_	_	_	_	_	_
publiciret	O	_	_	_	_	_	_	_	_
werden	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
würde	O	_	_	_	_	_	_	_	_
manche	O	_	_	_	_	_	_	_	_
schöne	O	_	_	_	_	_	_	_	_
Erbauung	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
Förderung	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Christenthums	O	_	_	_	_	_	_	_	_
aus	O	_	_	_	_	_	_	_	_
denenselben	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
nehmen	O	_	_	_	_	_	_	_	_
seyn	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Eben	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
solches	O	_	_	_	_	_	_	_	_
Büchlein	O	_	_	_	_	_	_	_	_
hielte	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
meinem	O	_	_	_	_	_	_	_	_
Pfarr	O	_	_	_	_	_	_	_	_
=	O	_	_	_	_	_	_	_	_
Amte	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_

Ob	O	_	_	_	_	_	_	_	_
nun	O	_	_	_	_	_	_	_	_
gleich	O	_	_	_	_	_	_	_	_
GOtt	B-PER	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
wofür	O	_	_	_	_	_	_	_	_
Ihm	O	_	_	_	_	_	_	_	_
ewig	O	_	_	_	_	_	_	_	_
gedancket	O	_	_	_	_	_	_	_	_
sey	O	_	_	_	_	_	_	_	_
!	O	_	_	_	_	_	_	_	_
)	O	_	_	_	_	_	_	_	_
meine	O	_	_	_	_	_	_	_	_
Seele	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
Leben	O	_	_	_	_	_	_	_	_
behalten	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
haben	O	_	_	_	_	_	_	_	_
dennoch	O	_	_	_	_	_	_	_	_
dieselben	O	_	_	_	_	_	_	_	_
Masern	O	_	_	_	_	_	_	_	_
sehr	O	_	_	_	_	_	_	_	_
bedenckliche	O	_	_	_	_	_	_	_	_
Reliquien	O	_	_	_	_	_	_	_	_
hinter	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
gelassen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
davon	O	_	_	_	_	_	_	_	_
einen	O	_	_	_	_	_	_	_	_
hefftigen	O	_	_	_	_	_	_	_	_
Husten	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Heisserkeit	O	_	_	_	_	_	_	_	_
viele	O	_	_	_	_	_	_	_	_
Jahr	O	_	_	_	_	_	_	_	_
bekommen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
endlich	O	_	_	_	_	_	_	_	_
s	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
v	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Scabiem	O	_	_	_	_	_	_	_	_
ausschlug	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
welcher	O	_	_	_	_	_	_	_	_
ich	O	_	_	_	_	_	_	_	_
mich	O	_	_	_	_	_	_	_	_
achthalb	O	_	_	_	_	_	_	_	_
Jahre	O	_	_	_	_	_	_	_	_
getragen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Was	O	_	_	_	_	_	_	_	_
nachmahls	O	_	_	_	_	_	_	_	_
für	O	_	_	_	_	_	_	_	_
diese	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
alle	O	_	_	_	_	_	_	_	_
übrige	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
andern	O	_	_	_	_	_	_	_	_
Ehe	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
sorgen	O	_	_	_	_	_	_	_	_
gehabt	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
GOTT	B-PER	_	_	_	_	_	_	_	_
am	O	_	_	_	_	_	_	_	_
besten	O	_	_	_	_	_	_	_	_
bekandt	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Er	O	_	_	_	_	_	_	_	_
erhalte	O	_	_	_	_	_	_	_	_
nur	O	_	_	_	_	_	_	_	_
ihre	O	_	_	_	_	_	_	_	_
Hertzen	O	_	_	_	_	_	_	_	_
bey	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Einigen	O	_	_	_	_	_	_	_	_
/	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
sie	O	_	_	_	_	_	_	_	_
seinen	O	_	_	_	_	_	_	_	_
Rahmen	O	_	_	_	_	_	_	_	_
