TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
6	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
29	O	_	_	_	_	_	_	_	_
Julÿ	O	_	_	_	_	_	_	_	_
♂	O	_	_	_	_	_	_	_	_
Herr	B-PER	_	_	_	_	_	_	_	_
Moritz	I-PER	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
Dannenberg	B-LOC	_	_	_	_	_	_	_	_
Kommen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
13	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
☽	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Nörtem	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Harenbergk	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Göttingen	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
mittagsmahl	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Friedeleben	B-LOC	_	_	_	_	_	_	_	_
schloß	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Wallhausen	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
5	O	_	_	_	_	_	_	_	_
meill	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
14	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
♂	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Altendorf	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
saltz	O	_	_	_	_	_	_	_	_
gemachet	O	_	_	_	_	_	_	_	_
wirdt	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Hohe	B-LOC	_	_	_	_	_	_	_	_
Eÿche	I-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Gerstungen	B-LOC	_	_	_	_	_	_	_	_
Ampthauß	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
stadt	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Berka	B-LOC	_	_	_	_	_	_	_	_
ein	I-LOC	_	_	_	_	_	_	_	_
flecken	I-LOC	_	_	_	_	_	_	_	_
5	O	_	_	_	_	_	_	_	_
meill	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
25	O	_	_	_	_	_	_	_	_
Nov	O	_	_	_	_	_	_	_	_
♂	O	_	_	_	_	_	_	_	_
Springer	O	_	_	_	_	_	_	_	_
gewesen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
16	O	_	_	_	_	_	_	_	_
Jan	O	_	_	_	_	_	_	_	_
♀	O	_	_	_	_	_	_	_	_
wiederwegkgezogen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
5	O	_	_	_	_	_	_	_	_
Martÿ	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
♀	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
stutgardt	B-LOC	_	_	_	_	_	_	_	_
aùf	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Kindtaufe	O	_	_	_	_	_	_	_	_
gezogen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
23	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Martÿ	O	_	_	_	_	_	_	_	_
♂	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Herr	B-PER	_	_	_	_	_	_	_	_
von	I-PER	_	_	_	_	_	_	_	_
Wirtenberg	I-PER	_	_	_	_	B-LOC	_	_	_
hir	O	_	_	_	_	_	_	_	_
ankommen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
19	O	_	_	_	_	_	_	_	_
Julÿ	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
☽	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Pfaltzgrave	B-PER	_	_	_	_	_	_	_	_
von	I-PER	_	_	_	_	_	_	_	_
Zweÿbruck	I-PER	_	_	_	_	B-LOC	_	_	_
hir	O	_	_	_	_	_	_	_	_
gewesen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
20	O	_	_	_	_	_	_	_	_
July	O	_	_	_	_	_	_	_	_
♂	O	_	_	_	_	_	_	_	_
wiederwegkgezogen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
1	O	_	_	_	_	_	_	_	_
Novembris	O	_	_	_	_	_	_	_	_
☽	O	_	_	_	_	_	_	_	_
auß	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
vorigen	O	_	_	_	_	_	_	_	_
haůß	O	_	_	_	_	_	_	_	_
aůßgezogen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
14	O	_	_	_	_	_	_	_	_
Maÿ	O	_	_	_	_	_	_	_	_
♄	O	_	_	_	_	_	_	_	_
wiederkommen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
12	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
☿	O	_	_	_	_	_	_	_	_
Hirschaw	B-LOC	_	_	_	_	_	_	_	_
Kloster	I-LOC	_	_	_	_	_	_	_	_
gezogen	O	_	_	_	_	_	_	_	_
2	O	_	_	_	_	_	_	_	_
meill	O	_	_	_	_	_	_	_	_
NotaBene	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
25	O	_	_	_	_	_	_	_	_
Febr	O	_	_	_	_	_	_	_	_
♄	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
nach	O	_	_	_	_	_	_	_	_
Ehingen	B-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Rotenburg	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Horbe	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
2	O	_	_	_	_	_	_	_	_
meÿll	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
28	O	_	_	_	_	_	_	_	_
Febr	O	_	_	_	_	_	_	_	_
♂	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Bissingen	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
meÿll	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
1	O	_	_	_	_	_	_	_	_
Martÿ	O	_	_	_	_	_	_	_	_
☿	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Pfortzheim	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
meill	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
Martÿ	O	_	_	_	_	_	_	_	_
♀	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Stolhofen	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Liechtenaw	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Straßburgk	B-LOC	_	_	_	_	_	_	_	_
6	O	_	_	_	_	_	_	_	_
meÿll	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
6	O	_	_	_	_	_	_	_	_
Julÿ	O	_	_	_	_	_	_	_	_
♃	O	_	_	_	_	_	_	_	_
hochzeitt	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
7	O	_	_	_	_	_	_	_	_
Julÿ	O	_	_	_	_	_	_	_	_
♀	O	_	_	_	_	_	_	_	_
Tragedia	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Medea	B-PER	_	_	_	_	_	_	_	_
agierett	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
8	O	_	_	_	_	_	_	_	_
Julÿ	O	_	_	_	_	_	_	_	_
♄	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Churfürst	O	_	_	_	_	_	_	_	_
wieder	O	_	_	_	_	_	_	_	_
wegkgezogen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
8	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
☉	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Aaß	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Hohen	B-LOC	_	_	_	_	_	_	_	_
Eberstein	I-LOC	_	_	_	_	_	_	_	_
,	I-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Kuppenheim	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Muckensturm	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Malsen	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Ettlingen	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Wolfenzweÿ	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Durlach	B-LOC	_	_	_	_	_	_	_	_
stadt	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
sampt	O	_	_	_	_	_	_	_	_
einem	O	_	_	_	_	_	_	_	_
fürstlichem	O	_	_	_	_	_	_	_	_
Schloß	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
zur	O	_	_	_	_	_	_	_	_
krone	O	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
meÿll	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
10	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
♂	O	_	_	_	_	_	_	_	_
biß	O	_	_	_	_	_	_	_	_
Hagenschießwaldt	B-LOC	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
Wirtenbergisch	O	_	_	_	_	_	_	_	_
gebiethe	O	_	_	_	_	_	_	_	_
)	O	_	_	_	_	_	_	_	_
Tieffenbrun	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Heimbse	B-LOC	_	_	_	_	_	_	_	_
flecken	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Ruttene	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Leonberg	B-LOC	_	_	_	_	_	_	_	_
städtlein	I-LOC	_	_	_	_	_	_	_	_
zum	O	_	_	_	_	_	_	_	_
Ochsen	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
meÿll	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Vndertürckenen	B-LOC	_	_	_	_	_	_	_	_
dorf	I-LOC	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Eßlingen	B-LOC	_	_	_	_	_	_	_	_
Reichstadt	I-LOC	_	_	_	_	_	_	_	_
zum	O	_	_	_	_	_	_	_	_
güldenen	O	_	_	_	_	_	_	_	_
lewen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
oder	O	_	_	_	_	_	_	_	_
beÿm	O	_	_	_	_	_	_	_	_
Staal	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
2	O	_	_	_	_	_	_	_	_
meill	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Zodiacus	O	_	_	_	_	_	_	_	_
mobilis	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Ettliche	O	_	_	_	_	_	_	_	_
Register	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
selber	O	_	_	_	_	_	_	_	_
schlagen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
blaßbelge	O	_	_	_	_	_	_	_	_
aufziehen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Trummeten	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
HeerPaucken	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Item	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
wasserkunst	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
alda	O	_	_	_	_	_	_	_	_
daz	O	_	_	_	_	_	_	_	_
wasser	O	_	_	_	_	_	_	_	_
durch	O	_	_	_	_	_	_	_	_
Räder	O	_	_	_	_	_	_	_	_
Canalln	O	_	_	_	_	_	_	_	_
oder	O	_	_	_	_	_	_	_	_
Röhre	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
Pumpen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
zween	O	_	_	_	_	_	_	_	_
grosse	O	_	_	_	_	_	_	_	_
Kässell	O	_	_	_	_	_	_	_	_
wirdt	O	_	_	_	_	_	_	_	_
hinaůf	O	_	_	_	_	_	_	_	_
geführett	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
da	O	_	_	_	_	_	_	_	_
eß	O	_	_	_	_	_	_	_	_
darnach	O	_	_	_	_	_	_	_	_
herůnter	O	_	_	_	_	_	_	_	_
fellett	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
gantze	O	_	_	_	_	_	_	_	_
stadt	O	_	_	_	_	_	_	_	_
vertheilett	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
woll	O	_	_	_	_	_	_	_	_
zusehen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Jm	O	_	_	_	_	_	_	_	_
nebengemach	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
hundt	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
leim	O	_	_	_	_	_	_	_	_
gar	O	_	_	_	_	_	_	_	_
künstlich	O	_	_	_	_	_	_	_	_
gemachet	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
19	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
♃	O	_	_	_	_	_	_	_	_
alda	O	_	_	_	_	_	_	_	_
besehen	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Fugger	B-PER	_	_	_	_	_	_	_	_
schloß	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
8	O	_	_	_	_	_	_	_	_
Jahren	O	_	_	_	_	_	_	_	_
alda	O	_	_	_	_	_	_	_	_
erbawett	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
4	O	_	_	_	_	_	_	_	_
Tonnen	O	_	_	_	_	_	_	_	_
goldes	O	_	_	_	_	_	_	_	_
Kosten	O	_	_	_	_	_	_	_	_
soll	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Ein	O	_	_	_	_	_	_	_	_
Rustkammer	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Harnisch	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Buchsen	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
Spies	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
HelleParten	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Imago	O	_	_	_	_	_	_	_	_
Cereris	B-PER	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Bachi	B-PER	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
Veneris	B-PER	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
dadurch	O	_	_	_	_	_	_	_	_
angedeutett	O	_	_	_	_	_	_	_	_
wirdt	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
vers	O	_	_	_	_	_	_	_	_
Sine	O	_	_	_	_	_	_	_	_
Cerere	B-PER	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
Bacho	B-PER	_	_	_	_	_	_	_	_
friget	O	_	_	_	_	_	_	_	_
Venus	B-PER	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Jonae	B-PER	_	_	_	_	_	_	_	_
Schifbruch	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Anfang	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Turnß	B-LOC	_	_	_	_	_	_	_	_
zu	I-LOC	_	_	_	_	_	_	_	_
Babylon	I-LOC	_	_	_	_	B-LOC	_	_	_
.	O	_	_	_	_	_	_	_	_
Ein	O	_	_	_	_	_	_	_	_
badt	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
nackenden	O	_	_	_	_	_	_	_	_
frawen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Ein	O	_	_	_	_	_	_	_	_
stälern	O	_	_	_	_	_	_	_	_
spiegell	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
mitt	O	_	_	_	_	_	_	_	_
Figuren	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
Albaster	O	_	_	_	_	_	_	_	_
eingefast	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Venetianische	O	_	_	_	_	_	_	_	_
Trachtt	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Quatuor	O	_	_	_	_	_	_	_	_
mundi	O	_	_	_	_	_	_	_	_
partes	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
gar	O	_	_	_	_	_	_	_	_
schön	O	_	_	_	_	_	_	_	_
gemahlett	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Den	O	_	_	_	_	_	_	_	_
22	O	_	_	_	_	_	_	_	_
Octobris	O	_	_	_	_	_	_	_	_
☉	O	_	_	_	_	_	_	_	_
besehen	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Jesuiter	O	_	_	_	_	_	_	_	_
Kirchen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
so	O	_	_	_	_	_	_	_	_
Herr	B-PER	_	_	_	_	_	_	_	_
Wilhelm	I-PER	_	_	_	_	_	_	_	_
von	I-PER	_	_	_	_	_	_	_	_
Bayern	I-PER	_	_	_	_	_	_	_	_
ihnen	O	_	_	_	_	_	_	_	_
hatt	O	_	_	_	_	_	_	_	_
erbawen	O	_	_	_	_	_	_	_	_
lassen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Darnach	O	_	_	_	_	_	_	_	_
obgedachten	O	_	_	_	_	_	_	_	_
Herr	B-PER	_	_	_	_	_	_	_	_
Ferdinandß	I-PER	_	_	_	_	_	_	_	_
Lustgarten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
welchem	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
vogelhaus	O	_	_	_	_	_	_	_	_
darinnen	O	_	_	_	_	_	_	_	_
vnter	O	_	_	_	_	_	_	_	_
andern	O	_	_	_	_	_	_	_	_
vielen	O	_	_	_	_	_	_	_	_
gevöglen	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
Awrhan	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
bundtes	O	_	_	_	_	_	_	_	_
Rapphun	O	_	_	_	_	_	_	_	_
ist	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Zween	O	_	_	_	_	_	_	_	_
donnerstein	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_

Eine	O	_	_	_	_	_	_	_	_
schöne	O	_	_	_	_	_	_	_	_
Kunstliche	O	_	_	_	_	_	_	_	_
perspectiff	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
darinnen	O	_	_	_	_	_	_	_	_
Carolus	B-PER	_	_	_	_	_	_	_	_
5	I-PER	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
abgemahlett	O	_	_	_	_	_	_	_	_
Ferdinandus	B-PER	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
Venus	B-PER	_	_	_	_	_	_	_	_
&	O	_	_	_	_	_	_	_	_
Cupido	B-PER	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
wie	O	_	_	_	_	_	_	_	_
dan	O	_	_	_	_	_	_	_	_
auch	O	_	_	_	_	_	_	_	_
Adam	B-PER	_	_	_	_	_	_	_	_
vnd	O	_	_	_	_	_	_	_	_
Eva	B-PER	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
